id,name,power,accuracy,pp,type_id,effect_chance,damage_class,effect,flavor_text
707,Stomping Tantrum,75,100,10,5,,1,"Inflicts regular damage.  Power is doubled if the user’s last move failed for any reason (i.e., produced the message ""But it failed!"") or was ineffective due to types.","Driven by frustration, the user attacks the target. If the user’s previous move has failed, the power of this move doubles."
336,Howl,,,40,1,,3,Raises the user’s Attack by one stage.,Howls to raise the spirit and boosts ATTACK.
713,Sunsteel Strike,100,100,5,9,,1,"Inflicts regular damage.  Other Pokémon’s abilities cannot activate in response to this move.  In particular, it hits through disguise",The user slams into the target with the force of a meteor. This move can be used on the target  regardless of its Abilities.
152,Crabhammer,100,90,10,11,,1,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move.,Has a high criti­ cal hit ratio.
277,Magic Coat,,,15,14,,3,"The first non-damaging move targeting the user this turn that inflicts major status effects, stat changes, or trapping effects will be reflected at its user.  defog, memento, and teeter dance are not reflected.  attract, flatter, gastro acid, leech seed, swagger, worry seed, and yawn are reflected.  This move cannot be copied by mirror move.",Reflects special effects back to the attacker.
478,Magic Room,,,10,14,,3,"For five turns (including this one), passive effects of held items are ignored, and Pokémon will not use their held items.",The user creates a bizarre area in which Pokémon’s held items lose their effects for five turns.
86,Thunder Wave,,90,20,13,,3,Paralyzes the target.,A move that may cause paralysis.
308,Hydro Cannon,150,90,5,11,,2,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.","Powerful, but leaves the user immobile the next turn."
534,Razor Shell,75,95,10,11,50,1,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Defense by one stage.,The user cuts its target with sharp shells. This attack may also lower the target’s Defense stat.
210,Fury Cutter,40,95,20,7,,1,"Inflicts regular damage.  Power doubles after every time this move is used, whether consecutively or not, maxing out at 16x.  If this move misses or the user leaves the field, power resets.",Successive hits raise power.
234,Morning Sun,,,5,1,,3,"Heals the user for half its max HP.  During sunny day, the healing is increased to 2/3 max HP.  During hail, rain dance, or sandstorm, the healing is decreased to 1/4 max HP.",Restores HP (varies by time).
447,Grass Knot,,100,20,12,,2,"Inflicts regular damage.  Power increases with the target’s weight in kilograms, to a maximum of 120.  Target’s weight | Power --------------- | ----: Up to 10kg      |    20 Up to 25kg      |    40 Up to 50kg      |    60 Up to 100kg     |    80 Up to 200kg     |   100 Above 200kg     |   120 ","The user snares the foe with grass and trips it. The heavier the foe, the greater the damage."
5,Mega Punch,80,85,20,1,,1,Inflicts regular damage.,A powerful punch thrown very hard.
27,Rolling Kick,60,85,15,2,30,1,Inflicts regular damage.  Has a $effect_chance% chance to make the target flinch.,"A fast, spinning kick."
559,Fusion Bolt,100,100,5,13,,1,"Inflicts regular damage.  If a friendly Pokémon used fusion flare earlier this turn, this move has double power.",The user throws down a giant thunderbolt. This attack does greater damage when influenced by an enormous flame.
799,Scale Shot,25,90,20,16,,1,"Inflicts regular damage two to five times in a row, raising the user’s Speed and lowering the user’s Defense by one stage each upon last hit.",The user attacks by shooting scales two to five times in a row. This move boosts the user’s Speed stat but lowers its Defense stat.
231,Iron Tail,100,75,15,9,30,1,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Defense by one stage.,An attack that may reduce DEFENSE.
269,Taunt,,100,20,17,,3,"Target is forced to only use damaging moves for the next 3–5 turns, selected at random.  Moves that select other moves not known in advance do not count as damaging.  assist, copycat, me first, metronome, mirror move, and sleep talk do not directly inflict damage and thus may not be used.  bide, counter, endeavor, metal burst, and mirror coat are allowed.",Taunts the foe into only using attack moves.
255,Spit Up,,100,10,1,,2,"Inflicts regular damage.  Power is equal to 100 times the amount of energy stored by stockpile.  Ignores the random factor in the damage formula.  Stored energy is consumed, and the user’s Defense and Special Defense are reset to what they would be if stockpile had not been used.  If the user has no energy stored, this move will fail.  This move cannot be copied by mirror move.",Releases stockpiled power (the more the better).
71,Absorb,20,100,25,12,,2,Inflicts regular damage.  Drains half the damage inflicted to heal the user.,Steals 1/2 of the damage inflicted.
720,Mind Blown,150,100,5,10,,2,"Inflicts damage, and the user takes damage equal to half of its max HP, rounded up. The user still takes damage if the move is blocked by Protect or Substitute, misses, or if the target has Flash Fire.",The user attacks everything around it by causing its own head to explode. This also damages the user.
298,Teeter Dance,,100,20,1,,3,Confuses all targets.,Confuses all POKéMON on the scene.
565,Fell Stinger,50,100,25,7,,1,Inflicts regular damage.  Raises the user’s Attack by two stages if it KOs the target.,"When the user knocks out a target with this move, the user’s Attack stat rises sharply."
498,Chip Away,70,100,20,1,,1,"Inflicts regular damage.  Damage calculation ignores the target’s stat modifiers, including evasion.","Looking for an opening, the user strikes continually. The target’s stat changes don’t affect this attack’s damage."
183,Mach Punch,40,100,30,2,,1,Inflicts regular damage.,A fast punch that lands first.
300,Mud Sport,,,15,5,,3,"electric moves inflict half damage, regardless of target.  If the user leaves the field, this effect ends.",Covers the user in mud to raise electrical resistance.
161,Tri Attack,80,100,10,1,20,2,"Inflicts regular damage.  Has a $effect_chance% chance to burn, freeze, or paralyze the target.  One of these effects is selected at random; they do not each have independent chances to occur.",Fires three kinds of beams at once.
142,Lovely Kiss,,75,10,1,,3,Puts the target to sleep.,May cause the foe to fall asleep.
573,Freeze Dry,70,100,20,15,10,2,"Inflicts regular damage.  This move is super-effective against the water type.  The target’s other type will affect damage as usual.  If this move’s type is changed, it remains super-effective against Water regardless of its type.",The user rapidly cools the target. This may also leave the target frozen. This move is super effective on Water types.
787,Apple Acid,80,100,10,12,100,2,,The user attacks the target with an acidic liquid created from tart apples. This also lowers the target’s Sp. Def stat.
238,Cross Chop,100,80,5,2,,1,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move.,Has a high criti­ cal hit ratio.
852,Silk Trap,0,,10,7,,3,,"The user spins a silken trap, protecting itself from damage while lowering the Speed stat of any attacker that makes direct contact."
103,Screech,,85,40,1,,3,Lowers the target’s Defense by two stages.,Sharply reduces the foe's DEFENSE.
581,Misty Terrain,,,10,18,,3,"For five turns, protects all Pokémon on the ground from major status ailments and confusion and weakens dragon moves used against them to 0.5× their power.  Changes nature power to moonblast.",The user covers the ground under everyone’s feet with mist for five turns. This protects Pokémon on the ground from status conditions.
488,Flame Charge,50,100,20,10,100,1,Inflicts regular damage.  Raises the user’s Speed by one stage.,"The user cloaks itself with flame and attacks. Building up more power, it raises the user’s Speed stat."
786,Overdrive,80,100,10,13,,2,,"The user attacks opposing Pokémon by twanging a guitar or bass guitar, causing a huge echo and strong vibration."
137,Glare,,100,30,1,,3,Paralyzes the target.,A move that may cause paralysis.
240,Rain Dance,,,5,11,,3,"Changes the weather to rain for five turns, during which water moves inflict 50% extra damage, and fire moves inflict half damage.  If the user is holding damp rock, this effect lasts for eight turns.  thunder has 100% accuracy.  If the target has used detect or protect, thunder has a (100 - accuracy)% chance to break through the protection.  solar beam has half power.  moonlight, morning sun, and synthesis heal only 1/4 of the user’s max HP.  Pokémon with swift swim have doubled original Speed.  Pokémon with forecast become water.  Pokémon with dry skin heal 1/8 max HP, Pokémon with hydration are cured of major status effects, and Pokémon with rain dish heal 1/16 max HP at the end of each turn.",Boosts the power of WATER- type moves for 5 turns.
